PCB names,FreeRouting,,,,PcbRouter,,,,RL-MCTS,,,,Original solution,,,
SMDBreakouts_smd_breakout,Yes,294.717946,0,2.34,Yes,211.40014405503885,16,0.1,No,,,,Yes,277.3527699780948,0,N/A
SMDBreakouts_smd_breakout_quad,Yes,294.717946,0,2.3,Yes,211.40014405503885,16,0.1,No,,,,Yes,277.3527699780948,0,N/A
SNAP-Badge_SNAP_badge,Yes,5041.83192,111,3558.02,No,,,,No,,,,Yes,5760.236728522196,242,N/A
SPEX_HAB_Mainboard_Hardware_Power,No,,,,No,,,,No,,,,Yes,2060.953953057383,60,N/A
SPEX_HAB_Mainboard_Hardware_Spex-Mainboard-Hardware,Yes,3285.914532,59,2591.48,No,,,,No,,,,Yes,3376.8024838243105,124,N/A
SPEX_HAB_Mainboard_Hardware_Spex-Mainboard-Hardware_rev1,Yes,3269.380455,58,4152.11,No,,,,No,,,,Yes,3376.8024838243105,124,N/A
SPEX_HAB_Mainboard_Hardware__autosave-Power,No,,,,No,,,,No,,,,Yes,2060.953953057383,60,N/A
SPEX_HAB_Mainboard_Hardware__autosave-Spex-Mainboard-Hardware,Yes,3333.4504596252436,57,1992.71,No,,,,No,,,,Yes,3428.667870672398,120,N/A
SPI-shift-register-CS_SPI shift register CS,Yes,1492.3671177297565,2,27.259999999999998,No,,,,No,,,,Yes,1641.493390394316,10,N/A
STM32F303_LQFP48_STM32_LQFP48,Yes,1003.5002604935748,18,147.65,No,,,,No,,,,Yes,1024.5937854249476,14,N/A
STM32F373_LQFP48_STM32_LQFP48,Yes,954.9580265,9,217.39,No,,,,No,,,,Yes,1080.5294112832737,16,N/A
SensebenderMicro2_SensebenderMicro2,No,,,,No,,,,No,,,,Yes,778.2330074761578,41,N/A
Sensory_Adaptation_Bot_sa_bot,Yes,2951.1040345152246,32,1459.5500000000002,No,,,,No,,,,Yes,3401.3099935645164,74,N/A
Shift-in-32-HC165_shift-in,Yes,1611.675861,1,34.56,Yes,1518.5749941602116,26,19.0,No,,,,Yes,1667.1801133725687,0,N/A
Shift-out-32-HC595_Shift-out,Yes,1445.644291,9,356.98,Yes,1258.1479654262916,47,22.0,No,,,,Yes,1418.0298927343754,16,N/A
SimpleCPLD_SimpleCPLD,Yes,763.1841555,25,56.81,Yes,664.9497298880347,43,6.0,No,,,,Yes,815.5397810350919,29,N/A
Simple_84_Keyboard_84,No,,,,Yes,6970.305173778875,146,404.0,No,,,,Yes,7916.713780652526,167,N/A
Smart-Watch_BON-PCB,Yes,197.0180718,0,0.54,Yes,192.22624607358406,0,1.0,No,,,,Yes,209.14097476954194,0,N/A
Smart-Watch_SmartWatch,Yes,1255.805882303347,66,2611.28,No,,,,No,,,,Yes,1641.399540055323,84,N/A
SmartLaserCO2-PCB_LaserPointer,Yes,49.8460844,0,0.23,Yes,50.045081348883244,0,0.1,No,,,,Yes,49.84608439951712,0,N/A
SmartLaserCO2-PCB_OptAdjust,Yes,75.09491768,0,0.5,Yes,75.0129075763134,0,1.0,No,,,,Yes,82.02569978244917,1,N/A
SmartLaserCO2-PCB_SmartLaserShield,Yes,1359.0292704158949,2,67.08,Yes,1239.7899859912764,41,26.0,No,,,,Yes,1386.716767224956,20,N/A
SmartLaserCO2-PCB_WaterCool,Yes,100.4440113,0,0.66,Yes,106.77542046766247,0,2.0,No,,,,Yes,109.46416200298,0,N/A
SmartLaserCO2-PCB__autosave-SmartLaserShield,Yes,1359.0292704158949,2,64,Yes,1239.7899859912764,41,26.0,No,,,,Yes,1386.716767224956,20,N/A
SmartLaserMiniShield_SmartLaserMiniShield,Yes,1186.282108,7,17.21,Yes,1084.312290331929,20,21.0,No,,,,Yes,1182.898389296474,10,N/A
Solar_Project_Solar,Yes,3368.389,31,595.21,No,,,,No,,,,Yes,3533.5152918143804,55,N/A
Solare-BQ24210_Solare-BQ24210,Yes,127.03937409687916,0,2.71,Yes,108.4710617619558,10,6.0,No,,,,Yes,125.29873656491779,2,N/A
SparkSwitch_SparkProtectionSwitch,Yes,182.9242155,0,1.63,No,,,,No,,,,Yes,199.99956354279627,2,N/A
SpindleController_spindle_controller,No,,,,No,,,,No,,,,Yes,1710.4989496950095,0,N/A
Starburst-One_alpha,No,,,,Yes,92.89855959534235,4,1.0,No,,,,Yes,107.85279493899363,4,N/A
Starling_Starling_V1,No,,,,Yes,1464.8500269548229,142,32.0,No,,,,Yes,1482.8777416829655,53,N/A
Starling__autosave-Starling WiPSU ver_0.1,Yes,399.8995053,1,14.92,No,,,,No,,,,Yes,461.76044259556693,7,N/A
Starling_matrix,No,,,,Yes,943.4832391172363,81,52.0,No,,,,Yes,1153.9953927874744,61,N/A
StickIt-MB_StickIt-Hat,Yes,1598.9803590601791,0,21.259999999999998,Yes,1554.132515160015,21,16.0,No,,,,Yes,1719.480599187399,9,N/A
SunLeaf_SunLeaf_V2,Yes,2373.1422991873965,51,1553.1599999999999,No,,,,No,,,,Yes,2563.5849514468223,52,N/A
SynthDrumTrigger_Synth Drum Trigger,Yes,440.61527744268193,0,1.9100000000000001,No,,,,No,,,,Yes,453.01084835932306,0,N/A
T962A-UpgradeBoard_T962A-UpgradeBoard,No,,,,No,,,,No,,,,Yes,767.9614749402319,25,N/A
TB6600StepperDriver_DEW_TB6600-V1,No,,,,No,,,,No,,,,Yes,2736.3997683143484,20,N/A
TCKB_Kicad_TCKB,No,,,,Yes,14085.754535073533,1154,9565.0,No,,,,Yes,13024.596560454502,226,N/A
TLPHnodeV2_TLPHnodeV2,Yes,453.7173066,7,165.67,No,,,,No,,,,Yes,442.4750594791003,15,N/A
TMC261-stepstick_TMC261-stepstick-v1,No,,,,No,,,,No,,,,Yes,290.19036433136716,23,N/A
TMC261-stepstick_TMC261-stepstick-v1.1,Yes,2977.885159010075,57,633.19,Yes,2990.7686535077487,209,198.0,No,,,,Yes,2971.213930830203,107,N/A
TOBS_HybridChargeController,No,,,,No,,,,No,,,,Yes,2521.403561843618,108,N/A
TPS63001-Breakout_TPS63001 Breakout,Yes,122.27452440782491,3,4.08,No,,,,No,,,,Yes,122.85376133045347,6,N/A
TPS63001-Breakout_TPS63001 Breakout 25x25,No,,,,No,,,,No,,,,Yes,125.96204781552983,6,N/A
TTNEnschedeMote_ArduinoNanoRN2483,Yes,488.5427439,1,4.98,Yes,496.2378866196261,12,68.0,No,,,,Yes,486.4866182773902,5,N/A
TX5823_TX5823,No,,,,No,,,,No,,,,Yes,1597.8774432424163,67,N/A
Teensy-3.5-Breakout-Boaard_PropShield_Uno,Yes,1092.967064,3,21.17,Yes,1009.5644944106292,28,15.0,No,,,,Yes,1154.389417500393,4,N/A
Teensy-3.5-Breakout-Boaard_Teensy 35 Breakout v1,No,,,,No,,,,No,,,,Yes,2602.028642082642,1,N/A
Teensy-3.5-Breakout-Boaard_Teensy 35 Breakout v2,Yes,2644.5309739784107,0,30.310000000000002,No,,,,No,,,,Yes,2703.9014410198474,1,N/A
Teensy-3.5-Breakout-Boaard_Teensy35Mega,Yes,5632.544807,34,913.7,No,,,,No,,,,Yes,5569.693358056487,20,N/A
Teensy-3.5-Breakout-Boaard_TeensyMegaIoShield,Yes,3604.182493625736,24,466.31,No,,,,No,,,,Yes,3392.4408081578304,26,N/A
Teensy-3.5-Breakout-Boaard_Teensy_Uno,Yes,3110.774062,9,117.25,No,,,,No,,,,Yes,3082.4684185111164,14,N/A
Teensy-3.5-Breakout-Boaard_Test,Yes,843.28,0,5.8,Yes,843.6000000000008,0,14.0,No,,,,Yes,971.1898923836716,1,N/A
Teensy-Hats_Teensy-7-Segment-Hat,Yes,177.4229172,2,1.94,Yes,175.44133470105953,3,1.0,No,,,,Yes,203.61488002330034,2,N/A
Teensy-Hats_Teensy-LCD-LiDAR-Hat,Yes,764.7419191709013,1,6.569999999999999,No,,,,No,,,,Yes,764.4886898355788,6,N/A
Teensy-Hats_Temperature-Monitor-Hat,Yes,708.8094175,1,5.4,Yes,667.7122141942593,18,11.0,No,,,,Yes,722.0100519411703,6,N/A
TeensyProtoboard_TeensyProtoboard,Yes,534.1453063,0,9.05,Yes,518.6757838676034,2,5.0,No,,,,Yes,557.7994940830049,0,N/A
Theia_Theia,No,,,,Yes,469.6408191272781,6,127.0,No,,,,Yes,498.60916544914585,6,N/A
ThinkerShield_ThinkerShield,Yes,977.4046384,3,27.37,No,,,,No,,,,Yes,1090.5188158769333,21,N/A
Thremal-Printer_thermal printer,Yes,1095.491045330399,0,26.91,No,,,,No,,,,Yes,1127.1739285246836,30,N/A
TinySimon_TinySimon,Yes,472.7507295,12,66.88,No,,,,No,,,,Yes,415.6432600483831,22,N/A
TinyTracker_ub-minimal,Yes,585.0637280478113,19,517.5,No,,,,No,,,,Yes,657.1665038110806,37,N/A
ToslinkCNC_Toslink PlanetCNC ECO shield,Yes,1043.366819392603,0,6.29,No,,,,No,,,,Yes,1159.0005265544978,23,N/A
ToslinkCNC__autosave-ToslinkCNC_OneAxis,Yes,1226.627477866416,19,150.99,No,,,,No,,,,Yes,1289.3881230345276,47,N/A
ToslinkCNC_toslink_arduino_shield,Yes,1866.4293260517402,11,38.32,Yes,1628.7963729386295,66,26.0,No,,,,Yes,2087.229707747138,74,N/A
TripleDelay2399_TripleDelay2399,Yes,2115.914003936403,0,31.29,Yes,2125.997006522843,22,38.0,No,,,,Yes,2412.690486377682,31,N/A
Ttl_wlan_radar,No,,,,No,,,,No,,,,Yes,1454.001,104,N/A
TurbiGnUSB_Turbidignusb,Yes,509.6262895,1,23.5,Yes,451.7103146278764,14,6.0,No,,,,Yes,560.8258188680278,8,N/A
UCCBPCB_USB_CAN_CONVERTER_BASIC,Yes,306.4456553975795,7,48.7,No,,,,No,,,,Yes,291.7672891085067,10,N/A
ULPI-Pmod_ULPI-Pmod,Yes,568.4786234,10,29.96,No,,,,No,,,,Yes,581.0952652803115,10,N/A
UProgrammer-Hardware_Programmer,Yes,2075.934725,38,363.13,No,,,,No,,,,Yes,2048.63406769303,64,N/A
USB-Adapter_USB Adapter,Yes,375.3292519610329,0,5.08,No,,,,No,,,,Yes,383.23005221571526,2,N/A
USB-TypeC-breakout-board_USB-TypeC-breakout-board,No,,,,No,,,,No,,,,Yes,630.1448853428421,5,N/A
USBtin_USBtin,Yes,548.7006195,0,5.07,No,,,,No,,,,Yes,584.7677904485897,4,N/A
UltrasonicSystem_Schematic,Yes,3424.6216039136925,10,123.17000000000002,No,,,,No,,,,Yes,3375.4773375240316,12,N/A
UniversalBoard4Nucleo_Nucleo_Universal_Board,Yes,1254.862624,0,16.31,Yes,1916.4988931220942,120,40.0,No,,,,Yes,1263.8769225567926,3,N/A
Usb-Serial-Breakout-Cp2102_cp2102,Yes,167.0668432886313,5,21.65,Yes,144.1846922472666,19,5.0,No,,,,Yes,181.9632378480565,8,N/A
Usb_dac_dac,Yes,1969.2374291930616,5,309.72,No,,,,No,,,,Yes,2313.1299676621707,31,N/A
VB-IoT1_VB-IoT1_v1,No,,,,No,,,,No,,,,Yes,8483.178983880309,477,N/A
VC4000MultiROM_MultiRomCard,Yes,6443.58349,18,676.02,No,,,,No,,,,Yes,6592.617681308853,111,N/A
VM-sensor-PT1000_vm-sensor-pt100,Yes,401.2715434,0,9.43,No,,,,No,,,,Yes,469.2619378877043,0,N/A
VariableGainAmplifier_AnalogFrontEnd,Yes,685.3459765,0,52.33,Yes,692.9741197498428,39,52.0,No,,,,Yes,1084.2017579958615,56,N/A
Vento_Vento,Yes,1798.084401,63,2827.24,No,,,,No,,,,Yes,1821.2909439284647,80,N/A
WHCS-Base-Station_base-station,Yes,2730.074767248578,22,498.24,No,,,,No,,,,Yes,2962.7575275832114,94,N/A
WS2811LEDMatrix_matrixcontrol,Yes,1335.981793,22,218.27,No,,,,No,,,,Yes,1379.779804578988,27,N/A
WeatherSpot_Weather_station_unit,No,,,,No,,,,No,,,,Yes,671.6109093191255,40,N/A
WeatherSpot_vreg_pressure,Yes,60.30147507,0,0.57,Yes,53.31076877383239,2,0.1,No,,,,Yes,80.30804630906461,0,N/A
WemosLoraTracker_wemosGPSrfm,Yes,733.8743291081867,5,17.82,Yes,667.5192870617915,30,8.0,No,,,,Yes,757.536075255516,13,N/A
Wifi-Play-Board_Wifi_PB,No,,,,No,,,,No,,,,Yes,3737.033511670729,77,N/A
Wkaku_wkaku,No,,,,Yes,304.5990136536514,0,437.0,No,,,,Yes,309.7375011872281,2,N/A
WordClock_v2.0_WordClock_v2,Yes,578.0560158,4,22.58,No,,,,No,,,,Yes,693.018801036201,0,N/A
WyoManiacalDisplay_WyoDisplay,Yes,878.4219491,2,7.13,No,,,,No,,,,Yes,968.4634747317396,3,N/A
Youyue-858D-plus-FAN-speed-mod_youyue-858d-plus-fan-speed-mod,Yes,211.7028535,7,6.51,No,,,,No,,,,Yes,206.63080836738143,13,N/A
Youyue-858D-plus-MCU-adapter_youyue-858d-plus-mcu-adapter,Yes,407.6315127,0,13.06,Yes,428.46777875951926,5,3.0,No,,,,Yes,439.43563553444807,0,N/A
a123-battery-integration_BCM,Yes,1554.7473813586007,20,132.07,No,,,,No,,,,Yes,1571.4935421987223,30,N/A
abus-cfa1000-display-grabber_acs-display-grabber,Yes,3262.321058918632,71,615.12,Yes,3115.8560083513207,184,301.0,No,,,,Yes,3589.505953525495,90,N/A
airqualitystation_hardware,Yes,678.9190253,8,41.27,No,,,,No,,,,Yes,672.8008054129532,27,N/A
akuhei_akuhei,Yes,308.35483303263516,0,5.4399999999999995,Yes,278.96571825025717,20,1.0,No,,,,Yes,311.76640721022034,6,N/A
analog_esr_meter_esr_meter_rev_a,Yes,783.143401,0,8.67,No,,,,No,,,,Yes,894.1800048116494,0,N/A
analog_esr_meter_esr_meter_rev_b,Yes,814.8837544,0,7.56,No,,,,No,,,,Yes,929.305503886214,0,N/A
analogevse_AnalogEVSE,Yes,1687.05079,0,9.85,No,,,,No,,,,Yes,1942.405411482962,0,N/A
android_debug_cable_android_debug_cable,No,,,,No,,,,No,,,,Yes,276.53993657993533,19,N/A
anima_MotorDrive,Yes,1514.8798572299006,13,154.42999999999998,Yes,1270.9240458707966,76,19.0,No,,,,Yes,1518.900763845162,46,N/A
antdroid-board_antdroid-board,No,,,,No,,,,No,,,,Yes,1584.7466803586212,2,N/A
apa102lantern_apa102-lantern-esp8266,Yes,524.8921306,0,4.52,No,,,,No,,,,Yes,581.2136694768238,1,N/A
apa102lantern_apa102-lantern-side,Yes,573.5580081,1,17.9,Yes,520.0106686039458,18,3.0,No,,,,Yes,653.8421414028057,8,N/A
arduino-led-driver_arduino-led-driver,Yes,2398.824809323734,55,1294.75,No,,,,No,,,,Yes,2238.658007467189,63,N/A
arduino_arduino leds,Yes,730.5136178832261,0,6.23,No,,,,No,,,,Yes,979.8768181043836,0,N/A
arf154_arf154,No,,,,No,,,,No,,,,Yes,652.6520464685435,33,N/A
atmegax8-protoboard_atmegax8-protoboard,Yes,328.4997635143062,0,2.26,Yes,336.16522753391024,2,3.0,No,,,,Yes,361.82847930147295,3,N/A
atmel-programmer_atmel_programmer,Yes,887.4693197,0,4.89,Yes,833.0624023872732,15,11.0,No,,,,Yes,1063.0505992534765,7,N/A
audio_relay_input_switch_relay_switch,Yes,561.0352248,2,5.64,Yes,526.742258336358,9,5.0,No,,,,Yes,550.0695838131376,3,N/A
audprog_audprog_v2,Yes,725.9695075,4,49.51,Yes,618.3002628109048,40,4.0,No,,,,Yes,786.7245145161173,6,N/A
autohat-board_autohat-rig,No,,,,No,,,,No,,,,Yes,3162.6747666506953,56,N/A
autohat-board_inverted-usd-adapter,Yes,234.4408561,0,0.55,Yes,234.37414857579898,0,0.1,No,,,,Yes,234.21468396369033,0,N/A
autohat-board_usd-adapter,Yes,272.9014775,3,2.59,Yes,253.77512062796217,8,3.0,No,,,,Yes,268.9480074250856,8,N/A
avr-divecomputer_dc,Yes,2091.148495,6,165.32,No,,,,No,,,,Yes,2362.596863288558,9,N/A
avr-fuser-32_adapter,Yes,4380.274038,11,107.25,Yes,4543.939017321558,265,235.0,No,,,,Yes,5828.580579411622,111,N/A
avr-fuser-32_hvpp,Yes,1768.334,6,35.73,No,,,,No,,,,Yes,1961.2706149651347,15,N/A
avr_frs_shield_avr_frs,Yes,644.1477346,0,2.48,No,,,,No,,,,Yes,800.2742161270612,6,N/A
avr_ledprojector_avr_ledprojection,No,,,,Yes,1013.0984433352284,49,11.0,No,,,,Yes,1167.3240212590858,23,N/A
avr_ledprojector_avr_ledprojection-0402,No,,,,Yes,708.2437590240032,78,21.0,No,,,,Yes,796.2494606182396,50,N/A
badge2015_badge2015,No,,,,No,,,,No,,,,Yes,2316.1490077505277,46,N/A
badge2016_Badge_init,Yes,452.8651551,2,12.03,No,,,,No,,,,Yes,458.4313735115279,1,N/A
balena-rover-wide-hat_resin-rover,Yes,2007.413525,16,331.58,No,,,,No,,,,Yes,2086.5860465120795,43,N/A
basic_esp_board_basic_esp_board,Yes,1231.955659,3,31.48,No,,,,No,,,,Yes,1290.369080856205,19,N/A
battmanpi_battmanpi,Yes,1237.818425,0,21.04,No,,,,No,,,,Yes,1322.2831590003116,0,N/A
beast-phat_beast-phat,Yes,339.3099717,0,8.44,Yes,298.17984843139675,5,5.0,No,,,,Yes,409.3649569590483,3,N/A
bee-light-measurement-matrix_bee-light-measurement-matrix,Yes,2276.917032,9,102.36,Yes,2218.8039958492222,100,25.0,No,,,,Yes,2697.04574752719,17,N/A
beer-gauge_beer-gauge,Yes,2224.2605824416196,69,739.5100000000001,No,,,,No,,,,Yes,2486.5027092383343,94,N/A
beer-gauge_sensorboard,Yes,186.2685297,2,24.79,No,,,,No,,,,Yes,216.61570241149832,2,N/A
beryl_rain_beryl_rain,Yes,456.153973,6,31.36,No,,,,No,,,,Yes,481.29203147546446,16,N/A
bikedar_bikedar,Yes,712.9753325,13,267.34,No,,,,No,,,,Yes,765.542304694218,22,N/A
bishboria_ErgoDox,No,,,,No,,,,No,,,,Yes,6665.346,3,N/A
blackmagic-isolated_mmp,No,,,,Yes,535.3815726201648,74,24.0,No,,,,Yes,641.1973094723897,40,N/A
bldc-gimbal-1d_gimbal-board,Yes,855.3698023992978,18,103.94,Yes,735.065655130799,43,7.0,No,,,,Yes,933.1963872128077,27,N/A
bldc-gimbal-1d_r1_gimbal-board,Yes,946.6567811,11,61.24,Yes,841.2012826954508,39,10.0,No,,,,Yes,1079.9223215519555,22,N/A
blink-errr_blink-errr,Yes,159.4636658,1,1.77,No,,,,No,,,,Yes,167.16353476582668,3,N/A
blinktronicator_.kicad_pcb,Yes,448.11463743964345,31,133.78,Yes,482.45166035958687,71,48.0,No,,,,Yes,384.6172434429704,43,N/A
blinky-badge_blinky,No,,,,No,,,,No,,,,Yes,605.0799025153784,9,N/A
bms-8s50-ic_bms-8s50-ic,No,,,,No,,,,No,,,,Yes,3624.9303416185166,102,N/A
bmw-ibus-bluetooth_bmw_bt_cdcemu_analog,Yes,394.4947595,0,5.31,Yes,370.2346938452058,9,2.0,No,,,,Yes,402.0687440321213,0,N/A
bmw-ibus-bluetooth_bmw_bt_cdcemu_digital,No,,,,Yes,821.1653808440234,27,7.0,No,,,,Yes,952.2750261277754,12,N/A
board_armjtag_pmod_compatible_armjtag-pmod,Yes,271.49972850244455,0,1.13,Yes,268.2407223611881,0,1.0,No,,,,Yes,276.2272878514003,0,N/A
boards_shift-register-demo-v2,Yes,1132.079364,0,5.81,Yes,1090.8333633308773,10,15.0,No,,,,Yes,1156.830377812868,3,N/A
boatcontrol_CommonCathode60A,Yes,2459.6675820980317,2,29.07,Yes,2218.329159343053,14,1366.0,No,,,,Yes,3593.1867802700785,0,N/A
boatcontrol_NonLatchingNO30A,No,,,,Yes,3423.67729046901,27,6659.0,No,,,,Yes,5675.347953025401,0,N/A
bobc_LCD-panel-adapter-lvc,Yes,847.6148,6,69.779,Yes,805.7378,54,23,No,,,,Yes,838.3391,9,N/A
bobc_MS-F100,Yes,1045.213,19,68.058,No,,,,No,,,,Yes,1010.892,23,N/A
bobc_control_panel,Yes,2305.562,3,36.416,No,,,,No,,,,Yes,2392.273,0,N/A
bobc_led_clock,Yes,2388.769,26,771.3,No,,,,No,,,,Yes,2424.597,26,N/A
bobc_matrix_clock,Yes,5566.704,80,289.979,Yes,5210.756,413,564,No,,,,Yes,5606.755,60,N/A
bobc_mbeduinopresso,Yes,4054.961,16,247.053,No,,,,No,,,,Yes,3974.002,14,N/A
bpnode-bb_BPnode-BB,Yes,448.6303296895955,3,25.48,No,,,,No,,,,Yes,498.1381009698071,5,N/A
breakout-boards_50-to-100,Yes,110.9357471,4,1.69,Yes,108.52741841218338,4,0.1,No,,,,Yes,112.73637224806154,4,N/A
breakout-boards_avr-isp-x2,Yes,42.17323886,0,0.36,Yes,41.248023074035544,0,0.1,No,,,,Yes,41.25630734528296,0,N/A
breakout-boards_esp8266-jtag,Yes,400.9955191,0,4.44,Yes,321.7428056423597,21,2.0,No,,,,Yes,400.71713006965194,3,N/A
breakout-boards_swd-and-uart,Yes,118.0221059,2,1.61,Yes,114.64983806754331,3,0.1,No,,,,Yes,121.99717048815378,6,N/A
breakout-boards_swd-to-wires,Yes,103.9149387,0,1.85,Yes,113.77387710756734,0,0.1,No,,,,Yes,101.79258900737602,1,N/A
breakout-boards_usb-5v-3v3,Yes,91.71053699,0,1.08,No,,,,No,,,,Yes,99.58211004708352,0,N/A
bristle_bot_light_follow_bristle_bot,Yes,347.14824130678664,0,1.06,Yes,345.42336628426597,2,2.0,No,,,,Yes,393.055345902204,0,N/A
bt-tnc_bttnc2,Yes,1818.7683744657702,46,3030.43,No,,,,No,,,,Yes,2007.821916476879,80,N/A
bt-tnc_tnc,Yes,693.43327,13,48.04,No,,,,No,,,,Yes,798.8416735198141,11,N/A
bullion_bullion,No,,,,Yes,510.424392424547,47,99.0,No,,,,Yes,608.3621068518179,19,N/A
bumps_bumps,No,,,,No,,,,No,,,,Yes,3901.4040025121553,44,N/A
busblaster-to-swd_busblaster-to-swd,Yes,236.4872578,0,4.57,Yes,213.61634724259957,9,1.0,No,,,,Yes,233.51492411761126,3,N/A
bypass_crossmix_bypass_crossmix,Yes,1341.965692777232,9,42.03,Yes,1159.4841129156414,42,12.0,No,,,,Yes,1273.8530062809364,24,N/A
can_firewall_hardware_CAN_Firewall,Yes,2132.290588,65,2682.89,No,,,,No,,,,Yes,2328.8186512832676,113,N/A
cap-soil-moisture-v2_soil-moisture2x4,Yes,343.7657902,2,6.19,Yes,295.08233290055875,1,1.0,No,,,,Yes,373.9766221623679,4,N/A
card_card,No,,,,No,,,,No,,,,Yes,209.14451786725346,10,N/A
cat-trainer_feather32u4_mma8452_pcb,Yes,638.439279,0,2.43,Yes,609.0385494472156,11,8.0,No,,,,Yes,730.5194944892241,4,N/A
cat-trainer_teensy_base_pcb,Yes,940.740482,1,7.57,Yes,928.7940490248416,15,14.0,No,,,,Yes,1020.2965188913474,3,N/A
cdi-tach_cdi-tach,Yes,2822.639,78,942.32,No,,,,No,,,,Yes,2894.8147622398806,90,N/A
cdm324_backpack_cdm324,Yes,249.1085156,2,19.12,Yes,221.18040465631063,9,1.0,No,,,,Yes,285.1335395545498,7,N/A
chip_lcd_dip_CHIP_LCD_DIP,No,,,,No,,,,No,,,,Yes,1967.882975944577,44,N/A
ciurlys_ciurlys,No,,,,Yes,219.5509414805211,15,7.0,No,,,,Yes,261.61612346776036,9,N/A
cjmcu2_CJMCU2,No,,,,Yes,1862.2315954676908,168,873.0,No,,,,Yes,1795.7762006027822,30,N/A
cleanhawk250_cleanhawk250-pdb,No,,,,No,,,,No,,,,Yes,1926.8061563283868,41,N/A
clock_cb2,Yes,1773.037247,4,89.04,No,,,,No,,,,Yes,1817.802933199276,6,N/A
clock_lcdb4,Yes,1362.161186,2,57.11,Yes,1247.2045508319989,44,22.0,No,,,,Yes,1366.038915367663,2,N/A
clunet-switch1_switch,Yes,609.8084257,2,21.56,No,,,,No,,,,Yes,654.3926773232287,0,N/A
cnlohr_wiflier,No,,,,Yes,778.9373,85,62,No,,,,Yes,814.0749,85,N/A
cnlohr_wiflier_B,No,,,,Yes,817.3252,83,53,No,,,,Yes,701.423,56,N/A
cobwebb-junction-box_CobwebbJunctionBox,Yes,451.3466057,0,0.99,No,,,,No,,,,Yes,503.4905771059771,0,N/A
constant-current-h-bridge_constant_current_source,Yes,2384.661401,15,78.62,Yes,2253.7651309089533,43,1006.0,No,,,,Yes,2528.332568077117,23,N/A
continuity-tester_continuity-tester,Yes,234.535,1,7.93,No,,,,No,,,,Yes,233.54761679174084,0,N/A
cookiecutter-xsproduct_{{cookiecutter.product_name}},Yes,174.1674403,0,1.7,No,,,,No,,,,Yes,205.1271898586015,0,N/A
crossover-schiit-stack_xover4schiit,Yes,170.8818848,0,0.48,No,,,,No,,,,Yes,174.10488055185223,0,N/A
custom_cpu--ALU_custom_cpu--ALU,Yes,1848.624315,5,45.93,Yes,1736.6923528339187,37,28.0,No,,,,Yes,2095.055839235924,54,N/A
custom_cpu--register_custom_cpu--register,Yes,1316.573399,0,3.77,Yes,1289.1239492736584,15,16.0,No,,,,Yes,1527.0585965921944,38,N/A
data-manager_data-manager,No,,,,No,,,,No,,,,Yes,1349.2527174356944,50,N/A
dc25_spqr_badge_badge-kicad,Yes,4256.36,81,1175.96,No,,,,No,,,,Yes,4473.986385588795,98,N/A
decelerator4030_decelerator4030,No,,,,No,,,,No,,,,Yes,28966.291455085462,775,N/A
denbit_basic,Yes,611.3874542602703,0,3.38,No,,,,No,,,,Yes,656.8999187723393,1,N/A
deskbot_breakout,Yes,332.4181325,1,4.72,Yes,484.3125395326652,17,10.0,No,,,,Yes,372.3205380048028,5,N/A
devttys0_IRis,Yes,278.1192,0,5.113,No,,,,No,,,,Yes,298.2012,0,N/A
digital_clock_led_clock_3_and_4_digit,No,,,,Yes,4479.733578397922,101,228.0,No,,,,Yes,5206.685771614943,39,N/A
digital_clock_led_clock_v1,Yes,5673.21523,15,103.97,Yes,5179.851668871825,87,266.0,No,,,,Yes,6173.590735190057,62,N/A
disco-dongle_DiscoDongle,Yes,425.9873848,11,15.2,No,,,,No,,,,Yes,485.3996458948561,9,N/A
divergence_meter_dm_control,Yes,1806.5594486195805,21,1529.76,No,,,,No,,,,Yes,2004.5900567173508,61,N/A
divergence_meter_dm_nixiebrd,No,,,,Yes,3998.695637892875,123,80.0,No,,,,Yes,5279.876718749238,41,N/A
domotics_base-board-arranged,Yes,14468.409191004179,5,468.64,Yes,15639.013603430178,345,3370.0,No,,,,Yes,15144.550227284743,0,N/A
domotics_in-board,Yes,394.5019312,0,1.87,Yes,380.4604585426531,2,8.0,No,,,,Yes,438.73935275400714,0,N/A
domotics_out-board,Yes,693.7365645,0,4,No,,,,No,,,,Yes,805.9197553630303,0,N/A
domotics_power-supply,Yes,742.2358543,0,5.4,No,,,,No,,,,Yes,974.9502245114254,0,N/A
domotics_relay-board,Yes,675.2540345068178,0,3.84,Yes,647.8815233338121,1,10.0,No,,,,Yes,871.6551259170506,0,N/A
dorkyboard_keyboard,No,,,,No,,,,No,,,,Yes,14821.854359891111,72,N/A
draco_draco,No,,,,No,,,,No,,,,Yes,3144.284444459861,128,N/A
drawduino_drawduino,Yes,206.1824664,0,1.03,Yes,199.4372352329289,1,1.0,No,,,,Yes,225.52551675098957,0,N/A
dust_sensor_dust_sensor,Yes,1384.5567676728751,18,75.67,No,,,,No,,,,Yes,1424.8507518492381,35,N/A
dustbox_Dustbox,Yes,254.5259912,0,0.92,Yes,245.31244457857048,1,2.0,No,,,,Yes,283.02469916125216,0,N/A
eBUS-Adapter_Groeger,Yes,243.8695712,0,1.25,Yes,239.5504657769877,1,1.0,No,,,,Yes,297.4666330025264,0,N/A
